Year;CAP_SMR;CAP_electrolysis;CAP_SMRCCS;PROD_SMR;PROD_electrolysis;PROD_SMRCCS;CAP_electrolysis;CAP_SMRCCS;PROD_electrolysis;PROD_SMRCCS;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2017.0;70.0;1.0;0.0;10.027159574990026;9.339454745109176e-14;0.0;1.0;0.0;0.0;0.0;1.4831279519245073;0.0;0.0
2018.0;65.33333333333333;0.96;0.0;10.027159574990492;9.223678547045195e-14;0.0;0.96;0.0;0.0;0.0;1.483127951924204;0.0;0.0
2019.0;60.66666666666667;0.92;0.0;10.027159574991755;8.712534144580627e-14;0.0;0.92;0.0;0.0;0.0;1.483127951923368;0.0;0.0
2020.0;56.000000000015724;0.880000000000001;7.765911867371498;7.949457424076217;8.020569617522345e-14;2.0614966047857353;0.880000000000001;7.765911867371498;0.0;0.0;1.5313663294308268;0.0;0.0
2021.0;51.333333333364806;0.8400000000000021;7.765911867371734;7.952158598627884;8.423691599583687e-14;2.0614966047858028;0.8400000000000021;7.765911867371734;0.0;0.0;1.598024931931297;0.0;0.0
2022.0;46.666666666713915;0.8000000000000033;7.7659118673718455;7.9535956936648535;7.71175235034641e-14;2.0614966047858374;0.8000000000000033;7.7659118673718455;0.0;0.0;1.670140763350128;0.0;0.0
2023.0;42.00000000006726;0.7600000000000046;7.765911867372049;7.95327462157563;6.445131176195597e-14;2.06149660478594;0.7600000000000046;7.765911867372049;0.0;0.0;1.747838503129809;0.0;0.0
2024.0;37.33333333342714;0.7200000000000062;7.7659118673725205;7.924300594975179;7.138566521567127e-14;2.061496604786066;0.7200000000000062;7.7659118673725205;0.0;0.0;1.8282325850966505;0.0;0.0
2025.0;32.666666666798434;0.6800000000000084;7.76591186737501;7.964125221690076;9.238873528462246e-14;2.0614966048241077;0.6800000000000084;7.76591186737501;0.0;0.0;1.9277547223307911;0.0;0.0
2026.0;28.000000000194962;0.640000000000011;9.64102499796928;7.432727272742301;1.1271621133166168e-13;2.5592539085264154;0.640000000000011;9.64102499796928;0.0;0.0;2.019058401187619;0.0;0.0
2027.0;23.33333333359771;0.6000000000000145;14.296518496415338;6.193939393961768;1.2915566022797207e-13;3.7950758190055565;0.6000000000000145;14.296518496415338;0.0;0.0;2.0505602454225813;0.0;0.0
2028.0;18.666666667015452;0.5600000000000197;18.938329317535004;4.955151515182349;1.53802357951978e-13;5.0272656005828935;0.5600000000000197;18.938329317535004;0.0;0.0;2.0857609743961745;0.0;0.0
2029.0;14.000000000466832;0.520000000000028;23.648713662229053;3.7163636363814003;3.713783720714599e-13;6.277658535751681;0.520000000000028;23.648713662229053;0.0;0.0;2.131908561446365;0.0;0.0
2030.0;9.333333334024994;0.48000000000004683;28.230451342290294;2.4775757576301936;0.021236363636575724;7.493901628992009;0.48000000000004683;28.230451342290294;0.0;0.0;2.1711489242809128;0.0;0.0
2031.0;4.6666666738912905;5.329944186717304;29.24016026452342;1.23878788069258;1.002191020568455;7.761933452001565;5.329944186717304;29.24016026452342;0.0;0.0;3.3963944499539105;0.0;0.0
2032.0;7.288831587483764e-9;14.734991150263271;29.240160264523514;1.919975829417329e-9;2.2400344945080066;7.761933451999072;14.734991150263271;29.240160264523514;0.0;0.0;3.262646147928004;0.0;0.0
2033.0;7.323476339804477e-9;23.931559669344928;29.240160264523567;1.9223140173842885e-9;2.2338207721157968;7.76193345198276;23.931559669344928;29.240160264523567;0.0;0.0;3.0190259440536518;0.0;0.0
2034.0;7.351011788353854e-9;23.891559669345295;29.240160264523606;1.900273974454302e-9;2.2348566045681415;7.76193345198275;23.891559669345295;29.240160264523606;0.0;0.0;2.6031070924202515;0.0;0.0
2035.0;7.377983983115755e-9;23.8515596693455;29.24016026452364;2.449801158565352e-10;2.2422537799635456;7.7619334519826655;23.8515596693455;29.24016026452364;0.0;0.0;2.1372855466418423;0.0;0.0
2036.0;7.407616187623839e-9;23.811559669345865;29.24016026452368;5.129973703348143e-11;2.259154367050199;7.750467869971184;23.811559669345865;29.24016026452368;0.0;0.0;1.8557578549456353;0.0;0.0
2037.0;7.44020149851741e-9;25.64636617398118;29.240160264523723;4.774901339046852e-11;2.5529791782281643;7.449876453909495;25.64636617398118;29.240160264523723;0.0;0.0;1.8484811495295677;0.0;0.0
2038.0;7.476001960626257e-9;27.63308780648496;29.24016026452377;4.503393462470603e-11;2.750748286190656;7.253592503764857;27.63308780648496;29.24016026452377;0.0;0.0;1.844246702146864;0.0;0.0
2039.0;7.515293041119667e-9;32.06880926223735;29.24016026452382;4.7992624961795284e-11;3.1923041947389974;6.811874603065352;32.06880926223735;29.24016026452382;0.0;0.0;1.9092254944096185;0.0;0.0
2040.0;7.55835090187708e-9;40.91816792574822;29.240160264523876;5.65341990410944e-11;4.0114698072640165;5.995248832486599;40.91816792574822;29.240160264523876;0.0;0.0;2.042344566979997;0.0;0.0
2041.0;7.607728735501496e-9;45.379612292728886;29.24016026452394;6.524081505346399e-11;4.56247596129647;5.442684720768863;45.379612292728886;29.24016026452394;0.0;0.0;2.157152597850754;0.0;0.0
2042.0;7.664327743475311e-9;46.811352523288036;29.24016026452401;6.923534591055244e-11;4.825046256289251;5.178711893209036;46.811352523288036;29.24016026452401;0.0;0.0;2.226010251156091;0.0;0.0
2043.0;7.729180059916841e-9;46.81135252328971;29.240160264524096;7.994522760517438e-11;4.484739125274364;5.521730373500653;46.81135252328971;29.240160264524096;0.0;0.0;2.3469490277966347;0.0;0.0
2044.0;7.803426222468655e-9;46.83730996896343;29.240160264524192;8.770286096813496e-11;4.641203030669488;5.363383523956083;46.83730996896343;29.240160264524192;0.0;0.0;2.4310611214694844;0.0;0.0
2045.0;7.87265615570376e-9;59.68602182832461;21.474248397152806;9.204099750608112e-11;6.323610359307062;3.6772359922297397;59.68602182832461;21.474248397152806;0.0;0.0;2.483898914103252;0.0;0.0
2046.0;7.95406807505445e-9;61.649796218664456;21.4742483971527;9.435820845312541e-11;7.534080254820739;2.464562668158928;61.649796218664456;21.4742483971527;0.0;0.0;2.5173303676875247;0.0;0.0
2047.0;8.049355733573869e-9;72.92655584913146;21.474248397152735;8.246109166610348e-11;9.548703530098777;0.45002056915084865;72.92655584913146;21.474248397152735;0.0;0.0;2.4327386959384127;0.0;0.0
2048.0;8.156295874101756e-9;66.96623339892089;21.474248397152532;6.169889011763095e-11;10.02964417338815;0.0;66.96623339892089;21.474248397152532;0.0;0.0;2.2167494469350335;0.0;0.0
2049.0;8.274900694406684e-9;66.9662333989212;21.47424839715206;6.075074582567166e-11;10.0002101291024;0.0;66.9662333989212;21.47424839715206;0.0;0.0;2.025361214327885;0.0;0.0
2050.0;8.236936011146784e-9;66.96623339892133;21.474248397149573;0.0;10.000219835811142;0.0;66.96623339892133;21.474248397149573;0.0;0.0;1.893131927261956;0.0;0.0
2051.0;8.17374685695166e-9;66.96623339892155;19.5991352665553;0.0;10.002687414074353;0.0;66.96623339892155;19.5991352665553;0.0;0.0;1.7859105795726453;0.0;0.0
2052.0;8.104330428637896e-9;65.09142689428715;14.943641768109241;0.0;10.002522410253668;0.0;65.09142689428715;14.943641768109241;0.0;0.0;1.6461750909172752;0.0;0.0
2053.0;8.019925186297903e-9;63.064705261785406;10.301830946989572;0.0;10.001861031992393;0.0;63.064705261785406;10.301830946989572;0.0;0.0;1.5110858022701839;0.0;0.0
2054.0;7.901877504461275e-9;58.58898380610893;5.591446602295524;0.0;9.999904600402692;0.0;58.58898380610893;5.591446602295524;0.0;0.0;1.4103924304317772;0.0;0.0
2055.0;7.677049769942602e-9;60.6743314907191;1.0097089222342843;0.0;9.999704765838196;0.0;60.6743314907191;1.0097089222342843;0.0;0.0;1.284446427246682;0.0;0.0
2056.0;1.1440858880600774e-9;60.572982210707686;1.1580104002004112e-12;0.0;9.99980700329241;0.0;60.572982210707686;1.1580104002004112e-12;0.0;0.0;1.1638187413032155;0.0;0.0
2057.0;1.0798779963884116e-9;60.89008924001353;1.0640267445391608e-12;0.0;10.00052951342966;0.0;60.89008924001353;1.0640267445391608e-12;0.0;0.0;1.0504580305046036;0.0;0.0
2058.0;1.0452332440676984e-9;61.32275954931612;1.0118262274209525e-12;0.0;10.001815607828934;0.0;61.32275954931612;1.0118262274209525e-12;0.0;0.0;0.9462200703529899;0.0;0.0
2059.0;1.0176977955183214e-9;62.29994062294893;9.71742005874354e-13;0.0;10.003884895849296;0.0;62.29994062294893;9.71742005874354e-13;0.0;0.0;0.8547874191684159;0.0;0.0
2060.0;9.907256007564209e-10;62.74510162571215;9.351317737265333e-13;0.0;10.015802947910885;0.0;62.74510162571215;9.351317737265333e-13;0.0;0.0;0.8056695431898295;0.0;0.0
2061.0;9.610933962483367e-10;55.891383048655044;8.97421161778765e-13;0.0;10.00551720711751;0.0;55.891383048655044;8.97421161778765e-13;0.0;0.0;1.6120193904870752;0.0;0.0
